transaction_id,transaction_time,card_id,merchant_id,amount,is_fraud
T9485,2025-01-28 20:01:00,C00454,M0431,8.77,0
T9042,2025-01-28 20:08:00,C01895,M0007,35.67,0
T6568,2025-01-28 20:16:00,C00518,M0037,12.92,0
T7710,2025-01-28 20:17:00,C00495,M0096,22.5,0
T8817,2025-01-28 20:20:00,C00457,M0128,123.03,0
T2214,2025-01-28 20:28:00,C00116,M0449,11.51,0
T6734,2025-01-28 20:35:00,C00990,M0350,8.16,0
T5377,2025-01-28 20:50:00,C00755,M0353,12.38,0
T9734,2025-01-28 20:58:00,C01000,M0122,23.2,0
T4325,2025-01-28 21:02:00,C01050,M0499,18.17,0
T5230,2025-01-28 21:09:00,C01377,M0231,11.88,0
T437,2025-01-28 21:18:00,C00797,M0478,114.17,0
T7608,2025-01-28 21:24:00,C00115,M0448,15.55,0
T7880,2025-01-28 21:27:00,C00798,M0062,121.23,0
T4440,2025-01-28 21:32:00,C01896,M0121,29.62,0
T3008,2025-01-28 21:57:00,C00061,M0136,6.2,0
T6172,2025-01-28 22:05:00,C01915,M0077,18.6,0
T5491,2025-01-28 22:22:00,C00637,M0045,30.82,0
T9339,2025-01-28 22:32:00,C00542,M0258,43.67,0
T571,2025-01-28 23:02:00,C01244,M0406,51.19,0
T6239,2025-01-28 23:17:00,C00548,M0115,15.33,0
T7894,2025-01-28 23:37:00,C01239,M0251,5.44,0
T5153,2025-01-28 23:57:00,C01857,M0436,4.95,0
T6708,2025-01-29 00:05:00,C00386,M0069,7.33,0
T2488,2025-01-29 00:52:00,C01680,M0195,8.74,0
T3175,2025-01-29 00:59:00,C00803,M0268,11.13,1
T6928,2025-01-29 01:07:00,C00306,M0200,14.37,0
T4080,2025-01-29 01:07:00,C00841,M0023,34.47,0
T2064,2025-01-29 01:10:00,C01417,M0106,3.73,0
T69,2025-01-29 01:17:00,C01796,M0202,26.45,0
T9752,2025-01-29 01:29:00,C00697,M0307,67.64,0
T2180,2025-01-29 02:21:00,C01602,M0042,145.46,0
T5403,2025-01-29 02:29:00,C00296,M0003,28.09,0
T5187,2025-01-29 02:29:00,C00583,M0065,56.26,0
T8626,2025-01-29 02:33:00,C00906,M0239,37.07,0
T5614,2025-01-29 02:35:00,C00536,M0045,12.61,0
T8978,2025-01-29 02:37:00,C01342,M0305,18.08,0
T7715,2025-01-29 03:02:00,C00721,M0309,18.36,0
T3336,2025-01-29 03:10:00,C01656,M0133,28.0,0
T7266,2025-01-29 03:22:00,C01790,M0280,21.37,0
T8614,2025-01-29 03:24:00,C00572,M0144,40.23,0
T5503,2025-01-29 03:42:00,C01172,M0328,7.15,0
T6401,2025-01-29 03:44:00,C01326,M0427,11.85,0
T6897,2025-01-29 04:03:00,C00578,M0488,23.21,0
T6000,2025-01-29 04:21:00,C00889,M0279,47.6,0
T3014,2025-01-29 04:23:00,C01643,M0039,6.82,0
T1407,2025-01-29 04:40:00,C01641,M0292,50.7,0
T3166,2025-01-29 04:43:00,C01341,M0266,17.97,0
T9114,2025-01-29 04:52:00,C00483,M0372,9.2,0
T1008,2025-01-29 05:11:00,C00958,M0026,58.07,0
T6945,2025-01-29 05:13:00,C01313,M0359,66.97,0
T8029,2025-01-29 05:23:00,C00357,M0424,25.19,0
T5850,2025-01-29 05:24:00,C01813,M0314,7.7,0
T3763,2025-01-29 06:15:00,C00996,M0030,1.97,0
T5712,2025-01-29 06:16:00,C01082,M0048,57.04,0
T6756,2025-01-29 06:21:00,C01644,M0063,37.7,0
T6512,2025-01-29 06:38:00,C00854,M0103,7.43,0
T2849,2025-01-29 06:38:00,C01487,M0178,5.56,0
T7554,2025-01-29 06:53:00,C00038,M0391,24.78,0
T5941,2025-01-29 06:54:00,C01642,M0263,33.07,0
T7762,2025-01-29 06:56:00,C01305,M0306,8.19,0
T1070,2025-01-29 06:58:00,C01377,M0045,32.12,0
T5557,2025-01-29 07:05:00,C01954,M0291,173.89,1
T60,2025-01-29 07:17:00,C00587,M0116,24.86,0
T295,2025-01-29 07:24:00,C00837,M0112,11.82,0
T85,2025-01-29 07:34:00,C00038,M0196,34.12,0
T2633,2025-01-29 07:45:00,C01110,M0096,17.44,0
T1134,2025-01-29 08:06:00,C01496,M0278,17.24,0
T1230,2025-01-29 08:09:00,C00774,M0290,17.08,0
T277,2025-01-29 08:18:00,C01071,M0066,10.76,0
T7278,2025-01-29 08:28:00,C00897,M0293,20.87,0
T2756,2025-01-29 08:46:00,C01396,M0329,13.4,1
T7504,2025-01-29 08:57:00,C01890,M0484,2.8,0
T6404,2025-01-29 09:00:00,C01585,M0379,3.76,0
T5103,2025-01-29 09:03:00,C00035,M0419,5.74,0
T6907,2025-01-29 09:10:00,C00905,M0341,53.9,0
T5596,2025-01-29 09:14:00,C01935,M0042,163.63,0
T6340,2025-01-29 09:15:00,C00116,M0476,11.27,0
T9880,2025-01-29 09:31:00,C01420,M0452,31.31,0
T7754,2025-01-29 10:07:00,C01907,M0227,38.94,0
T9052,2025-01-29 10:11:00,C00627,M0113,13.02,0
T680,2025-01-29 10:23:00,C00708,M0319,11.7,0
T4979,2025-01-29 10:33:00,C00362,M0014,7.05,0
T9105,2025-01-29 10:38:00,C01325,M0356,13.77,0
T9216,2025-01-29 10:49:00,C00745,M0474,141.67,0
T3600,2025-01-29 11:12:00,C00015,M0036,16.82,0
T1359,2025-01-29 11:18:00,C01746,M0289,7.2,0
T9163,2025-01-29 11:22:00,C01033,M0275,95.45,0
T4414,2025-01-29 11:23:00,C00617,M0023,18.97,0
T7233,2025-01-29 11:45:00,C01981,M0261,71.18,0
T8131,2025-01-29 11:54:00,C01436,M0303,16.89,0
T6327,2025-01-29 12:41:00,C01930,M0054,40.59,0
T10,2025-01-29 12:50:00,C00203,M0248,47.57,0
T4194,2025-01-29 12:54:00,C00748,M0367,9.61,0
T8313,2025-01-29 13:11:00,C01021,M0246,27.58,0
T7030,2025-01-29 13:15:00,C01257,M0481,85.16,0
T6764,2025-01-29 13:36:00,C01365,M0104,3.48,0
T6740,2025-01-29 13:39:00,C01364,M0471,31.71,0
T8642,2025-01-29 13:52:00,C00920,M0146,15.54,0
T4356,2025-01-29 13:53:00,C00625,M0276,28.42,0
T976,2025-01-29 13:57:00,C01649,M0064,8.85,0
T3379,2025-01-29 14:00:00,C00701,M0363,4.27,0
T4052,2025-01-29 14:07:00,C01392,M0193,8.2,0
T4721,2025-01-29 14:25:00,C00418,M0208,23.13,0
T5252,2025-01-29 14:38:00,C00147,M0254,28.9,0
T5640,2025-01-29 14:43:00,C01096,M0333,38.71,0
T4806,2025-01-29 15:15:00,C00106,M0141,12.22,0
T1875,2025-01-29 15:15:00,C00915,M0072,12.71,0
T774,2025-01-29 15:20:00,C01486,M0333,10.97,0
T4093,2025-01-29 15:23:00,C01851,M0376,15.43,0
T5164,2025-01-29 15:27:00,C00540,M0472,43.97,0
T7529,2025-01-29 15:36:00,C01851,M0379,31.35,0
T4511,2025-01-29 15:38:00,C01967,M0086,37.68,0
T7216,2025-01-29 15:49:00,C00238,M0489,14.13,0
T6741,2025-01-29 16:22:00,C00052,M0224,69.0,0
T3706,2025-01-29 16:36:00,C01607,M0374,66.64,0
T2459,2025-01-29 16:41:00,C01949,M0154,165.12,0
T2137,2025-01-29 16:43:00,C00054,M0088,29.65,0
T3960,2025-01-29 16:48:00,C01032,M0225,7.56,0
T6707,2025-01-29 16:57:00,C00061,M0222,15.94,0
T9973,2025-01-29 17:00:00,C00559,M0169,13.73,0
T5322,2025-01-29 17:07:00,C00791,M0376,114.75,0
T9610,2025-01-29 18:20:00,C00566,M0457,19.49,0
T2291,2025-01-29 18:24:00,C00333,M0396,3.19,0
T884,2025-01-29 18:27:00,C00493,M0376,18.23,0
T621,2025-01-29 18:30:00,C01362,M0180,8.3,0
T4992,2025-01-29 18:30:00,C01606,M0015,24.28,0
T7424,2025-01-29 18:45:00,C01308,M0327,33.38,0
T4274,2025-01-29 18:58:00,C00392,M0392,35.08,0
T5427,2025-01-29 19:26:00,C00507,M0265,51.35,0
T6194,2025-01-29 19:45:00,C00311,M0297,2.91,0
T3946,2025-01-29 20:00:00,C00848,M0301,9.85,0
T8695,2025-01-29 20:28:00,C01549,M0315,40.23,0
T510,2025-01-29 20:35:00,C01919,M0250,29.71,0
T2249,2025-01-29 20:48:00,C00199,M0031,45.83,0
T5035,2025-01-29 20:54:00,C00052,M0213,21.83,1
T4264,2025-01-29 21:25:00,C00829,M0329,36.64,0
T39,2025-01-29 21:26:00,C00952,M0080,19.95,0
T4446,2025-01-29 21:29:00,C00731,M0144,19.07,0
T9160,2025-01-29 21:35:00,C01483,M0372,11.92,0
T9767,2025-01-29 21:36:00,C00287,M0446,52.79,0
T2059,2025-01-29 21:41:00,C00802,M0191,11.29,0
T3476,2025-01-29 21:47:00,C01179,M0300,8.74,0
T7060,2025-01-29 22:22:00,C01657,M0166,16.68,0
T1674,2025-01-29 22:48:00,C01251,M0224,31.0,0
T8729,2025-01-29 23:08:00,C00938,M0217,7.09,0
T5305,2025-01-29 23:43:00,C01356,M0245,23.04,0
T1492,2025-01-29 23:55:00,C00729,M0352,24.93,0
T5374,2025-01-30 00:17:00,C01439,M0047,6.54,0
T2256,2025-01-30 00:19:00,C00840,M0423,7.06,0
T6279,2025-01-30 00:25:00,C01096,M0467,19.34,0
T1339,2025-01-30 00:26:00,C00166,M0063,28.0,0
T5803,2025-01-30 00:38:00,C00770,M0055,21.38,0
T2629,2025-01-30 00:40:00,C01528,M0301,35.71,0
T2867,2025-01-30 00:54:00,C01986,M0371,37.34,0
T4894,2025-01-30 01:10:00,C01359,M0327,3.12,0
T8548,2025-01-30 01:11:00,C00426,M0491,23.4,0
T943,2025-01-30 01:12:00,C00577,M0076,21.24,0
T1430,2025-01-30 01:24:00,C00652,M0235,4.84,0
T7661,2025-01-30 01:26:00,C01425,M0480,8.52,0
T1592,2025-01-30 01:26:00,C00370,M0035,52.86,0
T5743,2025-01-30 01:30:00,C01248,M0184,7.5,0
T2842,2025-01-30 01:35:00,C00530,M0473,44.9,0
T3326,2025-01-30 01:42:00,C01646,M0111,18.39,0
T3394,2025-01-30 01:49:00,C00394,M0370,45.67,0
T1489,2025-01-30 01:53:00,C00730,M0159,34.21,0
T1178,2025-01-30 01:54:00,C00823,M0079,119.79,0
T6310,2025-01-30 02:30:00,C01263,M0133,19.16,0
T1081,2025-01-30 02:34:00,C00132,M0271,18.52,0
T8874,2025-01-30 02:36:00,C00905,M0246,10.12,0
T5182,2025-01-30 02:58:00,C01131,M0198,2.96,0
T8992,2025-01-30 03:01:00,C01152,M0445,28.75,0
T1107,2025-01-30 03:09:00,C00830,M0402,29.02,0
T6918,2025-01-30 03:10:00,C01887,M0091,47.85,0
T8025,2025-01-30 03:14:00,C00083,M0038,7.84,0
T8390,2025-01-30 03:24:00,C00066,M0052,41.45,0
T2733,2025-01-30 03:31:00,C00611,M0049,8.87,0
T442,2025-01-30 03:35:00,C00921,M0398,16.14,0
T5899,2025-01-30 03:39:00,C01976,M0072,102.38,0
T6193,2025-01-30 03:44:00,C01799,M0178,39.26,0
T2336,2025-01-30 03:51:00,C01167,M0077,25.19,0
T7629,2025-01-30 04:12:00,C00219,M0034,13.24,0
T6869,2025-01-30 04:25:00,C01896,M0376,57.01,0
T9535,2025-01-30 04:29:00,C00381,M0145,17.11,0
T4677,2025-01-30 04:43:00,C00941,M0366,33.86,0
T4096,2025-01-30 04:51:00,C01490,M0332,11.62,0
T4332,2025-01-30 04:56:00,C01363,M0113,15.83,0
T6199,2025-01-30 05:05:00,C00299,M0112,14.53,0
T3006,2025-01-30 05:10:00,C01839,M0181,91.75,0
T927,2025-01-30 05:18:00,C01219,M0145,6.54,0
T2320,2025-01-30 05:20:00,C01620,M0242,6.24,0
T2533,2025-01-30 05:32:00,C00570,M0380,27.75,0
T897,2025-01-30 05:41:00,C01137,M0393,30.91,0
T202,2025-01-30 05:47:00,C00827,M0026,19.61,0
T6520,2025-01-30 06:17:00,C01548,M0246,45.13,0
T4083,2025-01-30 06:17:00,C01922,M0001,5.63,0
T1551,2025-01-30 07:27:00,C00718,M0328,15.21,0
T4352,2025-01-30 07:35:00,C01224,M0007,41.34,0
T5064,2025-01-30 07:42:00,C01408,M0128,20.78,0
T1797,2025-01-30 07:49:00,C00258,M0252,4.83,0
T4391,2025-01-30 07:59:00,C00607,M0238,9.37,0
T1836,2025-01-30 08:00:00,C00460,M0471,5.54,0
T8954,2025-01-30 08:09:00,C00341,M0297,9.41,0
T3227,2025-01-30 08:21:00,C00395,M0163,15.9,0
T6730,2025-01-30 08:41:00,C01582,M0156,29.21,0
T1919,2025-01-30 08:47:00,C01143,M0492,7.38,0
T3942,2025-01-30 08:51:00,C00679,M0476,11.15,0
T6888,2025-01-30 08:52:00,C01431,M0491,6.91,0
T5256,2025-01-30 09:16:00,C00612,M0389,56.19,0
T6564,2025-01-30 09:17:00,C00314,M0291,21.08,0
T747,2025-01-30 09:18:00,C00132,M0361,33.6,0
T9774,2025-01-30 09:21:00,C01178,M0314,29.42,0
T592,2025-01-30 09:44:00,C01230,M0489,60.7,0
T567,2025-01-30 09:48:00,C00912,M0381,15.04,0
T3826,2025-01-30 09:51:00,C00492,M0492,41.06,0
T3193,2025-01-30 09:59:00,C00488,M0478,24.84,0
T8698,2025-01-30 10:07:00,C00479,M0335,51.79,0
T8423,2025-01-30 10:12:00,C01525,M0261,22.03,1
T8167,2025-01-30 10:39:00,C00704,M0358,17.5,0
T8613,2025-01-30 10:46:00,C01364,M0123,37.26,0
T3191,2025-01-30 10:57:00,C01348,M0181,11.33,0
T5908,2025-01-30 11:02:00,C01891,M0115,10.12,0
T6706,2025-01-30 11:09:00,C00578,M0112,32.7,0
T5580,2025-01-30 11:11:00,C01176,M0190,26.29,0
T8601,2025-01-30 11:18:00,C00668,M0465,31.86,0
T1116,2025-01-30 11:40:00,C00634,M0098,12.3,0
T7218,2025-01-30 11:42:00,C00121,M0321,16.47,0
T2261,2025-01-30 11:48:00,C00888,M0184,16.45,0
T6834,2025-01-30 11:50:00,C00082,M0481,18.45,0
T8884,2025-01-30 12:07:00,C01248,M0140,10.55,0
T8564,2025-01-30 12:15:00,C00459,M0115,61.88,0
T7718,2025-01-30 12:18:00,C00743,M0088,192.25,0
T9496,2025-01-30 12:23:00,C01963,M0281,9.26,0
T1477,2025-01-30 12:40:00,C00583,M0230,5.89,0
T8931,2025-01-30 12:51:00,C00176,M0486,22.48,0
T905,2025-01-30 12:53:00,C01838,M0051,6.58,0
T2358,2025-01-30 12:53:00,C00617,M0427,2.32,0
T1530,2025-01-30 12:54:00,C00591,M0066,21.2,0
T6167,2025-01-30 13:03:00,C00582,M0448,23.67,0
T139,2025-01-30 13:17:00,C00259,M0338,58.4,0
T8240,2025-01-30 13:38:00,C01037,M0348,16.26,0
T6055,2025-01-30 13:58:00,C00026,M0257,26.57,0
T2371,2025-01-30 14:00:00,C01279,M0152,13.37,0
T3019,2025-01-30 14:04:00,C00477,M0259,1.4,0
T5761,2025-01-30 14:14:00,C00084,M0387,24.95,0
T7941,2025-01-30 14:16:00,C00896,M0278,34.41,0
T5992,2025-01-30 14:24:00,C01066,M0050,17.2,0
T242,2025-01-30 14:42:00,C00606,M0051,78.83,0
T2002,2025-01-30 14:52:00,C01941,M0346,18.37,0
T2028,2025-01-30 15:08:00,C00685,M0301,124.37,0
T5788,2025-01-30 15:14:00,C01169,M0378,15.84,0
T9789,2025-01-30 15:16:00,C00242,M0346,7.24,0
T2158,2025-01-30 15:25:00,C00027,M0499,8.52,0
T3919,2025-01-30 15:52:00,C01597,M0073,60.36,0
T9823,2025-01-30 15:58:00,C01509,M0137,18.62,0
T8074,2025-01-30 15:59:00,C01430,M0011,114.29,1
T3375,2025-01-30 16:07:00,C00986,M0089,11.75,0
T8812,2025-01-30 16:13:00,C00508,M0475,70.04,0
T8038,2025-01-30 16:28:00,C01848,M0045,38.47,0
T3004,2025-01-30 16:32:00,C00320,M0164,123.58,0
T6136,2025-01-30 16:51:00,C01880,M0499,41.08,0
T8755,2025-01-30 17:02:00,C01866,M0133,25.78,0
T4637,2025-01-30 17:08:00,C01819,M0432,101.74,0
T721,2025-01-30 17:28:00,C00665,M0383,95.12,0
T5858,2025-01-30 17:34:00,C00609,M0336,160.88,0
T6281,2025-01-30 17:38:00,C00058,M0252,40.32,0
T2600,2025-01-30 17:41:00,C00281,M0242,15.85,0
T1911,2025-01-30 17:43:00,C00092,M0400,7.6,0
T2118,2025-01-30 17:48:00,C00521,M0031,29.2,0
T5646,2025-01-30 17:52:00,C01462,M0453,48.49,0
T3149,2025-01-30 18:09:00,C01868,M0455,8.15,0
T7114,2025-01-30 18:23:00,C00935,M0409,18.45,0
T9862,2025-01-30 18:25:00,C01683,M0413,128.97,0
T2792,2025-01-30 18:30:00,C01555,M0036,57.97,0
T1451,2025-01-30 18:34:00,C00520,M0369,6.79,0
T7757,2025-01-30 18:39:00,C00207,M0170,20.85,0
T1183,2025-01-30 18:40:00,C00528,M0152,38.33,0
T2660,2025-01-30 18:51:00,C00235,M0254,18.23,0
T7095,2025-01-30 19:07:00,C01918,M0288,32.46,0
T2233,2025-01-30 19:13:00,C01760,M0297,53.82,0
T593,2025-01-30 19:18:00,C00618,M0259,21.64,0
T6591,2025-01-30 19:19:00,C01530,M0025,41.37,0
T931,2025-01-30 19:29:00,C01830,M0140,39.05,0
T7964,2025-01-30 19:29:00,C00237,M0076,34.8,0
T5552,2025-01-30 19:32:00,C01046,M0202,235.17,1
T8549,2025-01-30 19:33:00,C01679,M0010,9.48,0
T4809,2025-01-30 19:33:00,C01747,M0224,27.6,0
T145,2025-01-30 19:41:00,C01914,M0126,18.16,0
T8091,2025-01-30 19:42:00,C01473,M0206,12.52,0
T717,2025-01-30 19:44:00,C01793,M0190,13.87,0
T5001,2025-01-30 19:46:00,C01003,M0173,64.61,0
T2969,2025-01-30 19:46:00,C01080,M0427,31.04,0
T2730,2025-01-30 19:51:00,C01312,M0091,36.79,0
T2588,2025-01-30 20:03:00,C01619,M0070,7.51,0
T3565,2025-01-30 20:05:00,C00722,M0117,2.08,1
T7709,2025-01-30 20:08:00,C00527,M0053,43.87,0
T7174,2025-01-30 20:22:00,C00045,M0478,26.53,0
T3812,2025-01-30 20:38:00,C00859,M0345,8.56,0
T44,2025-01-30 20:41:00,C01061,M0491,24.23,0
T1413,2025-01-30 20:41:00,C01028,M0324,12.43,0
T8046,2025-01-30 20:45:00,C00648,M0258,12.32,0
T9516,2025-01-30 20:53:00,C00366,M0174,10.02,0
T240,2025-01-30 20:56:00,C01501,M0429,67.69,0
T8705,2025-01-30 20:59:00,C00160,M0212,102.85,0
T9608,2025-01-30 21:12:00,C00757,M0344,6.48,0
T8531,2025-01-30 21:32:00,C00500,M0088,54.59,0
T3029,2025-01-30 21:36:00,C01391,M0195,13.0,0
T5550,2025-01-30 21:39:00,C01563,M0275,4.0,0
T6255,2025-01-30 21:46:00,C00687,M0279,132.87,0
T8158,2025-01-30 21:54:00,C01899,M0346,25.95,0
T751,2025-01-30 22:08:00,C01564,M0307,35.99,0
T9952,2025-01-30 22:14:00,C01697,M0092,19.7,0
T2253,2025-01-30 22:28:00,C00447,M0383,28.77,0
T5483,2025-01-30 22:36:00,C00879,M0318,88.49,0
T713,2025-01-30 22:45:00,C00969,M0424,48.11,0
T5785,2025-01-30 22:49:00,C01044,M0042,4.64,0
T3484,2025-01-30 23:08:00,C00775,M0340,4.3,0
T6951,2025-01-30 23:18:00,C01029,M0272,43.67,0
T7410,2025-01-30 23:22:00,C00561,M0275,27.58,0
T5406,2025-01-30 23:29:00,C01187,M0423,46.14,0
T7262,2025-01-30 23:29:00,C00849,M0021,3.97,0
T9585,2025-01-31 00:05:00,C00401,M0418,48.39,0
T8883,2025-01-31 00:09:00,C00189,M0349,100.94,0
T9124,2025-01-31 00:20:00,C00517,M0449,19.42,0
T796,2025-01-31 00:21:00,C00552,M0083,33.21,0
T7022,2025-01-31 00:26:00,C00270,M0068,3.2,0
T5872,2025-01-31 00:40:00,C00542,M0053,6.76,0
T6185,2025-01-31 00:54:00,C01700,M0200,12.7,0
T6244,2025-01-31 00:58:00,C00570,M0348,6.65,0
T9820,2025-01-31 01:24:00,C00626,M0155,12.6,0
T505,2025-01-31 01:26:00,C01578,M0479,24.57,0
T5497,2025-01-31 01:38:00,C01782,M0401,2.06,0
T955,2025-01-31 01:43:00,C00928,M0380,17.61,0
T9452,2025-01-31 01:46:00,C00843,M0495,78.6,0
T4447,2025-01-31 01:47:00,C01094,M0220,10.72,0
T3681,2025-01-31 01:49:00,C01616,M0332,41.35,0
T8558,2025-01-31 01:50:00,C01673,M0134,134.88,0
T4155,2025-01-31 02:06:00,C01414,M0139,11.8,0
T7277,2025-01-31 02:13:00,C00867,M0356,109.03,0
T9975,2025-01-31 02:31:00,C00582,M0346,57.47,0
T2994,2025-01-31 02:35:00,C00620,M0033,6.04,0
T9228,2025-01-31 02:36:00,C01879,M0301,20.3,0
T3796,2025-01-31 02:41:00,C01052,M0141,16.2,0
T4286,2025-01-31 02:50:00,C01716,M0031,17.28,0
T5699,2025-01-31 03:10:00,C01679,M0172,5.78,0
T4848,2025-01-31 03:11:00,C01775,M0314,19.2,0
T4475,2025-01-31 03:15:00,C01126,M0415,6.04,0
T8731,2025-01-31 03:17:00,C01922,M0339,109.59,0
T1685,2025-01-31 03:28:00,C01640,M0155,10.88,0
T4182,2025-01-31 03:47:00,C00177,M0477,36.89,0
T4354,2025-01-31 04:02:00,C00151,M0077,16.1,0
T7269,2025-01-31 04:14:00,C01670,M0012,45.01,0
T6371,2025-01-31 04:19:00,C00497,M0358,103.98,0
T5186,2025-01-31 04:21:00,C00292,M0146,3.47,0
T3752,2025-01-31 04:23:00,C01789,M0410,14.57,0
T4534,2025-01-31 04:29:00,C00783,M0026,16.31,0
T2934,2025-01-31 04:32:00,C01376,M0482,28.14,0
T7236,2025-01-31 04:41:00,C01137,M0020,5.13,0
T302,2025-01-31 04:44:00,C01095,M0267,58.44,0
T9037,2025-01-31 05:16:00,C01772,M0186,115.88,0
T4165,2025-01-31 05:16:00,C01487,M0375,26.91,0
T305,2025-01-31 05:25:00,C00623,M0096,12.3,0
T3999,2025-01-31 05:26:00,C01300,M0276,6.92,0
T3688,2025-01-31 05:27:00,C00547,M0116,48.15,0
T7271,2025-01-31 05:39:00,C01589,M0473,9.39,0
T2430,2025-01-31 05:41:00,C01750,M0319,15.31,0
T137,2025-01-31 06:25:00,C01488,M0435,8.01,0
T1788,2025-01-31 06:25:00,C00256,M0143,56.92,0
T2010,2025-01-31 06:36:00,C01640,M0300,6.02,0
T8553,2025-01-31 06:41:00,C01953,M0309,11.4,0
T6413,2025-01-31 06:41:00,C00924,M0153,5.19,0
T6586,2025-01-31 06:57:00,C00688,M0240,18.35,0
T5052,2025-01-31 06:58:00,C00819,M0057,30.22,0
T2599,2025-01-31 06:59:00,C00997,M0210,5.9,0
T1471,2025-01-31 07:22:00,C01900,M0142,33.39,0
T5448,2025-01-31 07:26:00,C00077,M0433,191.91,0
T7366,2025-01-31 07:58:00,C01053,M0258,20.34,0
T7727,2025-01-31 08:43:00,C01801,M0184,20.66,0
T7207,2025-01-31 08:50:00,C01067,M0446,68.61,0
T2820,2025-01-31 08:52:00,C01499,M0335,6.83,0
T9869,2025-01-31 09:04:00,C01173,M0326,15.49,0
T1894,2025-01-31 09:13:00,C01166,M0425,81.81,0
T4130,2025-01-31 09:24:00,C01922,M0085,28.13,0
T6810,2025-01-31 09:50:00,C00350,M0012,17.19,0
T3583,2025-01-31 09:51:00,C01878,M0340,17.23,0
T3819,2025-01-31 09:58:00,C00824,M0271,179.71,0
T4171,2025-01-31 10:03:00,C00663,M0464,53.58,0
T7976,2025-01-31 10:22:00,C01289,M0424,6.15,0
T7001,2025-01-31 10:27:00,C01008,M0024,28.43,0
T4731,2025-01-31 10:56:00,C00919,M0324,125.02,0
T5180,2025-01-31 10:56:00,C00945,M0430,39.75,0
T1000,2025-01-31 11:12:00,C00343,M0373,128.84,0
T8648,2025-01-31 11:16:00,C00900,M0153,37.41,0
T6378,2025-01-31 11:20:00,C01421,M0120,75.66,0
T3852,2025-01-31 11:24:00,C01412,M0355,6.13,0
T8112,2025-01-31 11:30:00,C01310,M0457,244.47,0
T5875,2025-01-31 11:34:00,C00070,M0232,8.23,0
T428,2025-01-31 11:59:00,C00745,M0137,9.35,0
T4933,2025-01-31 11:59:00,C00115,M0043,16.34,0
T940,2025-01-31 12:05:00,C00996,M0162,56.57,0
T2539,2025-01-31 12:14:00,C00606,M0434,5.95,0
T4299,2025-01-31 12:17:00,C01170,M0201,27.0,0
T4276,2025-01-31 12:19:00,C01142,M0281,1.51,0
T3243,2025-01-31 12:29:00,C00133,M0418,66.86,0
T4349,2025-01-31 12:29:00,C01699,M0238,31.42,0
T2417,2025-01-31 12:30:00,C00878,M0121,40.26,0
T4340,2025-01-31 12:34:00,C01619,M0400,10.76,0
T6650,2025-01-31 12:45:00,C01955,M0183,29.91,0
T9424,2025-01-31 13:08:00,C01825,M0107,54.0,0
T8168,2025-01-31 13:33:00,C00847,M0367,8.58,0
T3178,2025-01-31 13:34:00,C00717,M0173,37.92,0
T991,2025-01-31 13:48:00,C01941,M0165,17.85,0
T5078,2025-01-31 13:56:00,C01742,M0434,5.43,0
T4944,2025-01-31 14:01:00,C00494,M0375,63.04,0
T4266,2025-01-31 14:09:00,C01552,M0119,113.73,0
T1579,2025-01-31 14:24:00,C01215,M0193,107.6,0
T275,2025-01-31 14:24:00,C00551,M0043,24.1,0
T6145,2025-01-31 14:26:00,C01774,M0218,25.02,0
T422,2025-01-31 14:38:00,C01789,M0469,48.21,0
T9738,2025-01-31 15:11:00,C00861,M0426,22.3,0
T6949,2025-01-31 15:15:00,C00425,M0435,3.14,0
T5755,2025-01-31 15:16:00,C01934,M0297,25.52,0
T6080,2025-01-31 15:30:00,C01903,M0061,4.73,0
T7,2025-01-31 15:31:00,C01146,M0219,3.51,0
T9351,2025-01-31 15:35:00,C00616,M0083,39.65,0
T9043,2025-01-31 15:35:00,C01104,M0461,63.68,1
T7962,2025-01-31 15:35:00,C00329,M0465,17.36,0
T2013,2025-01-31 15:39:00,C00820,M0099,9.66,0
T8079,2025-01-31 15:40:00,C01762,M0391,78.23,0
T8232,2025-01-31 15:43:00,C00319,M0049,213.7,0
T5728,2025-01-31 15:48:00,C01590,M0226,7.61,0
T8518,2025-01-31 15:49:00,C00089,M0263,6.16,0
T3173,2025-01-31 16:19:00,C00142,M0073,22.43,0
T8475,2025-01-31 16:34:00,C00785,M0046,279.41,0
T3062,2025-01-31 16:39:00,C00369,M0138,25.31,0
T8498,2025-01-31 17:03:00,C00560,M0068,39.76,0
T9329,2025-01-31 17:05:00,C00241,M0311,19.17,0
T6061,2025-01-31 17:17:00,C01578,M0376,4.12,0
T726,2025-01-31 17:18:00,C01893,M0270,12.72,0
T7800,2025-01-31 17:27:00,C01462,M0063,4.64,0
T814,2025-01-31 17:27:00,C00211,M0013,51.06,0
T8278,2025-01-31 17:32:00,C01707,M0058,21.24,0
T3683,2025-01-31 17:34:00,C01566,M0445,4.22,1
T4687,2025-01-31 17:34:00,C01640,M0212,20.59,0
T554,2025-01-31 17:41:00,C00145,M0248,39.07,0
T152,2025-01-31 17:42:00,C00068,M0284,204.81,1
T6563,2025-01-31 17:44:00,C00423,M0438,43.85,0
T5879,2025-01-31 18:26:00,C00912,M0417,31.96,0
T1047,2025-01-31 18:47:00,C01935,M0308,21.79,0
T7606,2025-01-31 18:48:00,C01455,M0453,7.84,0
T5332,2025-01-31 18:51:00,C00337,M0460,6.5,0
T7432,2025-01-31 18:53:00,C00272,M0425,41.5,0
